,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,BounceRates,PageValues,SpecialDay,Weekend,Visitor_New_Visitor,Visitor_Returning_Visitor,Revenue
122,0.0,0.0,2.0,72.0,14.0,0.0,0.0,0.8,0,0,1,0
123,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,1,0
124,0.0,0.0,0.0,0.0,11.0,0.028,0.0,0.0,0,0,1,0
125,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.0,0,0,1,0
126,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.4,0,0,1,0
127,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.4,0,0,1,0
128,4.0,224.88750000000005,0.0,0.0,51.0,0.0,0.0,0.6,0,0,1,0
129,0.0,0.0,0.0,0.0,3.0,0.058196969500000056,0.0,0.0,0,0,1,0
130,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,0,1,0
131,2.0,20.0,0.0,0.0,16.0,0.0,0.0,0.0,0,0,1,0
132,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.0,0,0,1,0
133,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.8,0,0,1,0
134,6.0,111.5,0.0,0.0,26.0,0.0,0.0,0.6,0,0,1,0
135,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,1,0
136,0.0,0.0,0.0,0.0,9.0,0.005555556,0.0,0.0,0,0,1,0
137,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,1,0
138,0.0,0.0,0.0,0.0,2.0,0.058196969500000056,0.0,0.4,0,0,1,0
139,4.0,103.625,0.0,0.0,14.0,0.0,0.0,0.2,0,0,1,0
140,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.0,0,0,1,0
141,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.2,0,0,1,0
142,3.0,19.0,0.0,0.0,8.0,0.0,0.0,0.0,0,0,1,0
143,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.0,0,0,1,0
144,0.0,0.0,2.0,72.0,10.0,0.0,0.0,0.0,0,0,1,0
145,0.0,0.0,0.0,0.0,3.0,0.058196969500000056,0.0,0.4,0,0,1,0
146,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,1,0
147,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,1,0
148,0.0,0.0,0.0,0.0,28.0,0.007142857,0.0,0.0,0,0,1,0
149,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.8,0,0,1,0
150,0.0,0.0,0.0,0.0,20.0,0.0075,0.0,0.0,0,0,1,0
151,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.4,0,0,1,0
152,0.0,0.0,0.0,0.0,4.0,0.058196969500000056,0.0,0.0,0,0,1,0
153,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.2,0,0,1,0
154,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0,0,1,0
155,0.0,0.0,0.0,0.0,21.0,0.033333333,0.0,0.0,1,0,1,0
156,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.0,1,0,1,0
157,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.8,1,0,1,0
158,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.0,0,0,1,0
159,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.0,0,0,1,0
160,0.0,0.0,0.0,0.0,23.0,0.008695652,0.0,0.6,0,0,1,0
161,2.0,58.0,2.0,72.0,31.0,0.03030303,0.0,0.0,1,0,1,0
162,1.0,9.5,0.0,0.0,23.0,0.015217391,0.0,0.0,1,0,1,0
163,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.4,0,0,1,0
164,0.0,0.0,0.0,0.0,23.0,0.008695652,0.0,0.6,0,0,1,0
165,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0,0,1,0
166,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,1,0
167,0.0,0.0,0.0,0.0,5.0,0.058196969500000056,0.0,0.0,0,0,1,0
168,0.0,0.0,0.0,0.0,11.0,0.018181818,0.0,0.0,0,0,1,0
169,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.8,1,0,1,0
170,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.8,1,0,1,0
171,0.0,0.0,0.0,0.0,17.0,0.011111111,0.0,0.0,0,0,1,0
172,0.0,0.0,0.0,0.0,3.0,0.058196969500000056,0.0,0.6,0,0,1,0
173,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.8,1,0,1,0
174,5.0,41.3,0.0,0.0,24.0,0.0,0.0,1.0,1,0,1,0
175,3.0,87.0,0.0,0.0,10.0,0.0,0.0,0.0,0,0,1,0
176,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,0,1,0
177,1.0,0.0,0.0,0.0,21.0,0.010743802,0.0,0.0,0,0,1,0
178,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.0,0,0,1,0
179,0.0,0.0,0.0,0.0,6.0,0.033333333,0.0,0.6,0,0,1,0
180,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1,0,1,0
181,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.6,0,0,1,0
182,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.0,0,0,1,0
183,0.0,0.0,0.0,0.0,8.0,0.008333333,0.0,0.8,1,0,1,0
184,0.0,0.0,2.0,72.0,5.0,0.003174603,0.0,0.0,0,0,1,0
185,0.0,0.0,0.0,0.0,20.0,0.011111111,18.855502398000006,0.0,0,0,1,0
186,2.0,9.0,0.0,0.0,50.0,0.0,0.0,0.0,0,0,1,0
187,10.0,224.88750000000005,2.0,72.0,74.0,0.001960784,0.0,0.0,1,0,1,0
188,9.0,111.5,2.0,72.0,49.0,0.0,18.855502398000006,0.0,0,0,1,1
189,3.0,47.0,2.0,72.0,68.0,0.007142857,18.855502398000006,0.0,0,0,1,0
190,0.0,0.0,0.0,0.0,2.0,0.058196969500000056,0.0,0.0,0,0,1,0
191,3.0,224.88750000000005,2.0,72.0,24.0,0.036190476,0.0,0.0,0,0,1,0
192,3.0,52.0,0.0,0.0,9.0,0.0,0.0,0.0,0,0,1,0
193,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,1,0
194,0.0,0.0,0.0,0.0,22.0,0.009090909,0.0,0.0,1,0,1,0
195,0.0,0.0,0.0,0.0,74.0,0.002061856,0.0,0.0,0,0,1,0
196,2.0,56.0,2.0,72.0,67.0,0.0,18.855502398000006,0.0,0,1,0,1
197,3.0,112.9607843,0.0,0.0,13.0,0.013068182,0.0,0.0,0,0,1,0
198,0.0,0.0,0.0,0.0,17.0,0.0,18.855502398000006,0.0,0,1,0,1
199,3.0,94.0,2.0,72.0,55.0,0.0,18.855502398000006,0.0,1,1,0,1
200,1.0,32.0,0.0,0.0,50.0,0.0,18.855502398000006,0.0,1,0,1,1
201,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1,0,1,0
202,5.0,218.0,0.0,0.0,13.0,0.0,0.0,0.0,0,1,0,0
203,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,1,0
204,1.0,119.0,0.0,0.0,12.0,0.0,0.0,0.0,0,0,1,0
205,3.0,224.88750000000005,0.0,0.0,16.0,0.0,0.0,0.0,0,1,0,0
206,1.0,18.0,0.0,0.0,16.0,0.0,18.855502398000006,0.0,0,1,0,1
207,2.0,40.0,0.0,0.0,5.0,0.0,0.0,0.0,1,1,0,0
208,3.0,107.0,0.0,0.0,4.0,0.0,0.0,0.0,0,1,0,0
209,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0,0,1,0
210,2.0,49.0,2.0,72.0,4.0,0.033333333,0.0,0.0,0,0,1,0
211,0.0,0.0,0.0,0.0,14.0,0.037619048,0.0,0.0,0,0,1,0
212,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,1,0
213,4.0,57.0,0.0,0.0,7.0,0.006666667,0.0,0.0,1,0,1,0
214,2.0,2.0,2.0,72.0,10.0,0.0,0.0,0.0,0,0,1,0
215,2.0,123.0,2.0,72.0,18.0,0.0,0.0,0.0,0,0,1,0
216,2.0,118.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,1,0
217,0.0,0.0,0.0,0.0,35.0,0.005714286,0.0,0.0,0,0,1,0
218,0.0,0.0,0.0,0.0,12.0,0.016666667,0.0,0.0,0,0,1,0
219,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,1,0
220,2.0,38.0,0.0,0.0,14.0,0.0,18.855502398000006,0.0,0,0,1,1
221,0.0,0.0,0.0,0.0,5.0,0.058196969500000056,0.0,0.0,0,0,1,0
222,0.0,0.0,0.0,0.0,4.0,0.058196969500000056,0.0,0.0,0,0,1,0
223,1.0,54.0,0.0,0.0,6.0,0.0,0.0,0.0,0,1,0,0
224,1.0,224.88750000000005,0.0,0.0,28.0,0.001481481,0.0,0.0,0,0,1,0
225,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,0,1,0
226,5.0,74.25,2.0,72.0,37.0,0.0,0.0,0.0,0,0,1,0
227,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0,0,1,0
228,0.0,0.0,0.0,0.0,16.0,0.0,18.855502398000006,0.0,0,0,1,1
229,0.0,0.0,0.0,0.0,19.0,0.010526316,0.0,0.0,0,0,1,0
230,2.0,32.0,0.0,0.0,50.0,0.004,18.855502398000006,0.0,1,0,1,0
231,6.0,224.88750000000005,0.0,0.0,22.0,0.0,0.0,0.0,0,0,1,0
232,0.0,0.0,0.0,0.0,9.0,0.011111111,0.0,0.0,1,0,1,0
233,1.0,73.0,2.0,72.0,50.0,0.0,18.855502398000006,0.0,1,0,1,0
234,2.0,154.0,0.0,0.0,18.0,0.005263158,0.0,0.0,1,0,1,0
235,3.0,49.33333333,2.0,72.0,7.0,0.0,0.0,0.0,0,0,1,0
236,3.0,118.5,0.0,0.0,29.0,0.006896552,0.0,0.0,1,0,1,0
237,6.0,153.5,0.0,0.0,34.0,0.011578947,0.0,0.0,1,0,1,0
238,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1,0,1,0
239,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0,0,1,0
240,8.0,72.25,2.0,72.0,51.0,0.022807018,0.0,0.0,0,0,1,0
241,2.0,24.5,0.0,0.0,22.0,0.018181818,0.0,0.0,0,0,1,0
242,1.0,0.0,0.0,0.0,18.0,0.023529412,0.0,0.0,0,0,1,0
243,0.0,0.0,2.0,72.0,28.0,0.016666667,0.0,0.0,1,0,1,0
244,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,0,1,0
245,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0,0,1,0
246,0.0,0.0,0.0,0.0,14.0,0.015384615,0.0,0.0,0,0,1,0
247,1.0,22.0,0.0,0.0,9.0,0.033333333,0.0,0.0,0,0,1,0
248,7.0,155.6313131,0.0,0.0,32.0,0.005,18.855502398000006,0.0,0,0,1,1
249,1.0,21.33333333,2.0,72.0,71.0,0.012676056,0.0,0.0,1,0,1,0
250,2.0,191.0,2.0,72.0,46.0,0.007246377,0.0,0.0,1,0,1,0
251,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0,0,1,0
252,0.0,0.0,0.0,0.0,2.0,0.058196969500000056,0.0,0.0,0,0,1,0
253,0.0,0.0,0.0,0.0,5.0,0.058196969500000056,0.0,0.0,0,0,1,0
254,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,0,1,0
255,4.0,96.5,0.0,0.0,19.0,0.01,0.0,0.0,0,0,1,0
256,1.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,1,0
257,5.0,224.88750000000005,0.0,0.0,4.0,0.0,0.0,0.0,0,0,1,0
258,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0,0,1,0
259,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0,1,0,0
260,3.0,51.0,0.0,0.0,14.0,0.015555556,0.0,0.0,1,0,1,0
261,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.0,0,0,1,0
262,1.0,158.0,2.0,72.0,29.0,0.006451613,18.855502398000006,0.0,1,0,1,1
263,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0,0,1,0
264,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0,0,1,0
265,0.0,0.0,0.0,0.0,63.0,0.0,18.855502398000006,0.0,1,0,1,1
266,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0,1,0
267,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,1,0
268,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0,0,1,0
269,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1,0,1,0
270,1.0,10.0,0.0,0.0,14.0,0.035714286,0.0,0.0,1,0,1,0
271,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.0,0,0,1,0
272,1.0,28.0,2.0,72.0,13.0,0.0,0.0,0.0,0,1,0,0
273,4.0,27.0,0.0,0.0,42.0,0.0,0.0,0.0,0,0,1,0
274,0.0,0.0,0.0,0.0,5.0,0.02,0.0,0.0,1,0,1,0
275,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,1,0
276,4.0,15.0,0.0,0.0,10.0,0.0,18.855502398000006,0.0,1,0,1,1
277,0.0,0.0,0.0,0.0,18.0,0.016666667,0.0,0.0,0,0,1,0
278,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,1,0
279,0.0,0.0,0.0,0.0,32.0,0.014583333,0.0,0.0,0,0,1,0
280,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1,0,1,0
281,0.0,0.0,0.0,0.0,11.0,0.0,18.855502398000006,0.0,1,0,1,1
282,7.0,224.88750000000005,2.0,72.0,36.0,0.010638298,18.855502398000006,0.0,0,0,1,0
283,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,1,0
284,2.0,224.88750000000005,0.0,0.0,10.0,0.02,0.0,0.0,0,0,1,0
285,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0,0,1,0
286,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.0,0,0,1,0
287,0.0,0.0,0.0,0.0,35.0,0.011428571,0.0,0.0,0,0,1,0
288,7.0,215.5238095,2.0,72.0,74.0,0.002150538,0.0,0.0,0,0,1,0
289,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,1,0
290,1.0,11.0,0.0,0.0,51.0,0.010588235,0.0,0.0,0,0,1,0
291,2.0,20.0,0.0,0.0,7.0,0.0,0.0,0.0,0,0,1,0
292,0.0,0.0,0.0,0.0,40.0,0.0135,0.0,0.0,0,0,1,0
293,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.0,1,0,1,0
294,2.0,8.0,2.0,72.0,14.0,0.0,18.855502398000006,0.0,0,0,1,1
295,0.0,0.0,0.0,0.0,13.0,0.0,18.855502398000006,0.0,0,0,1,1
296,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0,0,1,0
297,4.0,171.25,0.0,0.0,22.0,0.004545455,0.0,0.0,0,0,1,0
298,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.0,0,0,1,0
299,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,1,0
300,5.0,227.3333333,0.0,0.0,17.0,0.0,0.0,0.0,1,0,1,0
301,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1,0,1,0
302,0.0,0.0,0.0,0.0,2.0,0.058196969500000056,0.0,0.0,0,0,1,0
303,0.0,0.0,0.0,0.0,35.0,0.012571429,0.0,0.0,0,0,1,0
304,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,1,0
305,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0
306,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,0,1,0
307,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,1,0
308,0.0,0.0,0.0,0.0,12.0,0.033333333,0.0,0.0,0,0,1,0
309,5.0,86.0,0.0,0.0,23.0,0.0,0.0,0.0,1,0,1,0
310,0.0,0.0,0.0,0.0,29.0,0.013793103,0.0,0.0,0,0,1,0
311,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1,0,1,0
312,2.0,7.0,0.0,0.0,10.0,0.058196969500000056,0.0,0.0,0,0,1,0
